site,location,region,species,life_stage,temporal_group,season,year,N,num_infected,num_infected_discrete,mean_natural_with_zeros,var_natural_with_zeros,mean_natural_without_zeros,var_natural_without_zeros,mean_log10_without_zeros,var_log10_without_zeros,mean_discrete_ceiling_with_zeros,var_discrete_ceiling_with_zeros,mean_discrete_floor_with_zeros,var_discrete_floor_with_zeros,nbd_k,nbd_mu,nbd_aic,pois_lam,pois_aic,gamma_aic,gamma_shape,gamma_rate,lnorm_aic,lnorm_meanlog,lnorm_sdlog,weibull_aic,weibull_shape,weibull_scale,exp_aic,exp_rate,norm_gof_pvalue_sw,norm_gof_statistic_sw,norm_gof_pvalue_ks,norm_gof_statistic_ks,norm_gof_pvalue_kslc,norm_gof_statistic_kslc,norm_gof_pvalue_ad,norm_gof_statistic_ad,poulin_D,poulin_D_log,cv_log,log_cv,cv,dataset
10315,usa,california,ramu,larva,12,summer,12,15,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
70279,usa,california,ramu,larva,12,summer,12,20,2,2,25.704,6276.25303578947,257.04,323.5968,2.4094682863285,0.000925297100729349,25.75,6298.09210526316,25.65,6249.39736842105,,,,,,,,,,,,,,,,,,,,,,,,,0.0247432306255836,0.00446348821816754,0.0126246511472501,-1.15499860339908,0.0699844246552512,sierra_nevada
70413,usa,california,ramu,larva,12,summer,12,30,24,24,97374.256,24295560433.0379,121717.82,27541659111.802,4.45015494489707,0.907704538022294,97374.6666666667,24295581167.3333,97373.8666666667,24295540874.5333,0.166007425532495,97328.2996569765,639.063930821746,97374.6666666667,5988066.64945567,599.869660254561,0.561308524581653,4.61155584762899e-06,600.646404778374,10.2468604376337,2.14756461316554,598.755280016581,0.568592579904344,78132.3595725362,612.054113306876,8.21572387675034e-06,0.138744405555338,0.936851576176024,0,0.999999997873387,0.7354,0.102306570943398,0.304474311228486,0.417469448803583,0.662333522733155,0.117936861036531,0.214090364162982,0.134640883901201,1.36345523549582,sierra_nevada
70550,usa,california,ramu,larva,12,summer,12,30,28,28,127922.752,65195790119.2958,137060.091428571,68726359455.1759,4.08361249331606,1.45423308919079,127923.166666667,65195794670.9023,127922.233333333,65195777026.392,0.219555142722084,127998.984240985,682.850543387614,127923.166666667,9719425.17068424,669.650772807059,0.283460769862573,2.06814957518322e-06,666.193937811832,9.4028652526738,2.72668874952456,667.560773464245,0.412077733006017,49691.9220479072,720.37778500372,7.29606984481801e-06,0.141512514808661,0.944219876744945,7.7715611723761e-16,0.999999369362499,0.2648,0.128421685898316,0.193170623583435,0.498835478350095,0.769496998581501,0.165976703159056,0.295306147068727,0.281650652437682,1.91271671194632,sierra_nevada
22008,usa,california,ramu,subadult,12,summer,12,10,10,10,5081205.12,40551646143513.5,5081205.12,40551646143513.5,6.25352833835668,0.614273431570457,5081205.6,40551644584526.7,5081204.7,40551645973815.4,0.593588702638888,5081226.52231909,330.580848188761,5081205.6,67547518.5479652,330.808585478341,0.707428343493443,1.39224519929131e-07,331.118285806057,14.3992811305159,1.71205538214873,330.499113195148,0.702059147462981,4049654.09634628,330.821180395339,1.96803706282969e-07,0.443601652010518,0.929562393259318,0,1,0.7476,0.150472138082162,0.461122716223203,0.323259956681238,0.601922117877422,0.065240735674088,0.12533020315082,0.0980375172467918,1.25324943428951,sierra_nevada
70550,usa,california,ramu,subadult,12,summer,12,23,22,22,352608.939130435,285391109423.221,368636.618181818,292791420973.769,5.10890356633063,0.545320745037192,352609.434782609,285391075721.53,352608.47826087,285391043666.17,0.402969277293691,352432.443341745,619.899964064823,352609.434782143,12834449.7447836,607.364488668846,0.486230262302446,1.31899610163695e-06,606.369046259151,11.763685193377,1.66126916955989,606.119180384915,0.695311076017669,286587.01574524,609.972933182498,2.71269849678032e-06,0.664525361596307,0.967988226733897,3.33066907387547e-16,1,0.3918,0.132286091488361,0.620963294334237,0.276579053438457,0.640841792222235,0.080122022409974,0.14454341277377,0.166680700424422,1.46784669873858,sierra_nevada
84218,usa,california,ramu,subadult,12,summer,12,14,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
tuttle_pond,usa,pennsylvania,rana_catesbeiana,subadult,12,fall,12,22,7,7,370.982005379417,601176.50116372,1165.94344547817,1022757.66016683,2.79853380994218,0.377605192940216,371.181818181818,601461.584415585,370.863636363636,600931.551948052,0.0470683130727537,371.603276136714,153.085429491814,371.181818181818,24956.7046905056,,,,,,,,,,,,,,,,,,,,0.446662788752742,0.110656951055503,0.219577795711124,-0.0617911148550241,0.867378963754739,serdp
admin_pond,usa,pennsylvania,pseudacris_crucifer,adult,13,spring,13,10,8,8,22793.6201477051,1629331877.8397,28492.0251846314,1909302014.56608,3.84576851623025,0.651671752361399,22794.1,1629338774.32222,22793.3,1629328643.78889,0.181522517725111,22784.1148440168,192.246895867257,22794.1,517246.024051291,,,,,,,,,,,,,,,,,,,,0.68300830680657,0.102019247164431,0.209909120232432,0.185713995844103,1.53360669516271,serdp
rv_pond,usa,pennsylvania,pseudacris_crucifer,adult,13,spring,13,16,7,7,11192.7579140663,1014856295.54876,25583.446660723,2107616751.25056,3.40004177278551,1.21682721389638,11192.875,1014859770.65,11192.4375,1014846339.4625,0.0504855013106033,11185.0084405834,171.003005301296,11192.875,715911.788102324,,,,,,,,,,,,,,,,,,,,0.747408248962137,0.15804135876,0.324436870967764,0.253936767599691,1.79447233625976,serdp
10090,usa,california,ramu,adult,13,summer,13,15,9,9,7428.99626666667,155089530.243363,12381.6604444444,202419196.013202,3.69688551063154,0.463103889132087,7429.33333333333,155093050.809524,7428.73333333333,155086683.066667,0.102933845656215,7434.54604490159,219.095479085897,7429.33333333333,248703.172708627,,,,,,,,,,,,,,,,,,,,0.569020982622231,0.0958984040034675,0.184078562012482,0.0603469580610255,1.14907124844983,sierra_nevada
10095,usa,california,ramu,adult,13,summer,13,12,12,12,7265783.726,19963166904819.7,7265783.726,19963166904819.7,6.73933243295547,0.17272354686721,7265784.25,19963165881894.4,7265783.25,19963165881894.4,1.92939836855524,7266386.38024874,404.627827703217,7265784.24999907,33130856.9120493,405.902328207311,2.8848554433749,3.97046698906229e-07,408.383684991968,15.5178863968546,0.91621454522009,403.662497136825,1.64065210925015,8057183.6637638,405.168481426699,1.37631401884642e-07,0.0203580568514717,0.828918051091362,3.33066907387547e-16,1,0.2636,0.191231425012647,0.0638994925681161,0.658571963161709,0.332254691974207,0.0298237025779788,0.0616678623514441,-0.211167747587571,0.614939304622761,sierra_nevada
10100,usa,california,ramu,adult,13,summer,13,144,115,115,522540.108833333,3169367177167.07,654311.0928,3888634179256.63,4.66492373718065,1.19075187235684,522540.423611111,3169367371670.09,522539.777777778,3169367039985.61,0.12570982743125,522680.436592405,3215.04110791908,522540.423611111,303086676.647518,3116.8263184213,0.111061738188501,1.69738430863572e-07,3011.77450630884,10.7413838571862,2.50166890667028,3028.72136744125,0.410213648824058,168449.560744739,3312.00778471317,1.52832499861907e-06,0.30870457983055,0.986530440698689,0,0.999999739327314,0.795,0.0465138453114493,0.507464411299294,0.332657990346405,0.865176284629716,0.13248719256149,0.233919317582468,0.479114261418023,3.01379884022993,sierra_nevada
10101,usa,california,ramu,adult,13,summer,13,370,322,322,315411.432194595,2242320031071.63,362429.285440994,2560526489551.09,4.2185172642453,0.955232271324464,315411.67027027,2242320024218.76,315411.15945946,2242319926879.79,0.150112000615546,315539.061914381,8225.34308890233,315411.670240468,597741880.454257,8386.22077253183,0.0514598044776243,1.41985779143122e-07,7694.65467082322,9.71349496718925,2.24695700367097,7808.66902590384,0.390970087972352,53236.1808324172,8889.57652078356,2.75915893160573e-06,3.56696254925028e-08,0.956580129616335,0,0.99999997881037,2e-04,0.0748883943045493,1.19990393516214e-08,3.45218373308461,0.921167120059961,0.128365803886318,0.231683263617597,0.644941353761271,4.4151082260898,sierra_nevada
10102,usa,california,ramu,adult,13,summer,13,154,142,142,134392.72212987,396093154724.751,145749.853577465,428136170482.406,4.1909511607392,0.591937357696914,134393.012987013,396093162159.019,134392.428571429,396093191880.43,0.220720149731855,134318.860900049,3516.38548960371,134393.012987013,99746502.9994639,3676.44289808696,0.0499693345431832,3.42843120021558e-07,3308.98803995465,9.65002166818417,1.76530173321525,3364.62329688233,0.480596700837507,39724.8003398188,3662.65977628581,6.86107035756649e-06,0.00105664685139998,0.964914945438065,0,0.999999999884985,0.282,0.0578379222328008,0.0339491606110056,0.816953078963906,0.88973568749177,0.100592987693938,0.183579961720647,0.652182832939101,4.48934346308315,sierra_nevada
10196,usa,california,ramu,adult,13,summer,13,23,9,9,543.384695652174,1671881.97438204,1388.64977777778,3277176.11503644,2.82466016153519,0.36772459536071,543.565217391304,1672231.62055336,543.173913043478,1671540.05928854,0.0615973557620282,544.049450855663,192.061784791821,543.565217391304,38283.9679605564,,,,,,,,,,,,,,,,,,,,0.569600213483865,0.111350685036939,0.214681753842205,0.115157161476506,1.3036384507523,sierra_nevada
10198,usa,california,ramu,adult,13,summer,13,20,4,4,106.2036,74994.5711998316,531.018,174186.826853333,2.63516833971351,0.0990450215691516,106.3,75069.5894736842,106.1,74890.7263157895,0.0290439152135364,106.523593299497,90.0199803605193,106.300000000682,7758.36441090099,,,,,,,,,,,,,,,,,,,,0.334528208083342,0.0544675182349131,0.119428495533246,-0.104601588816085,0.785956321182719,sierra_nevada
10199,usa,california,ramu,adult,13,summer,13,13,2,2,162.768,165903.370698667,1057.992,96560.787968,3.01490825409978,0.0167545440725196,162.846153846154,166038.307692308,162.692307692308,165739.897435897,,,,,,,,,,,,,,,,,,,,,,,,,0.103841995024537,0.0151791416177452,0.0429330958819943,-0.532081983251272,0.29370951541516,sierra_nevada
10474,usa,california,ramu,adult,13,summer,13,16,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
10475,usa,california,ramu,adult,13,summer,13,16,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
10477,usa,california,ramu,adult,13,summer,13,17,1,1,103.791058823529,183133.926159059,1764.448,,3.24660886380348,,103.823529411765,183248.529411765,103.764705882353,183040.941176471,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,sierra_nevada
10487,usa,california,ramu,adult,13,summer,13,13,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
10490,usa,california,ramu,adult,13,summer,13,16,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
11009,usa,california,ramu,adult,13,summer,13,10,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
11858,usa,california,ramu,adult,13,summer,13,44,39,39,1814888.78672727,139227032455434,2047566.83630769,157057417503347,3.92922944785556,0.939425050428123,1814889.15909091,139227034344389,1814888.38636364,139227033512991,0.107423665082019,1816426.8922562,970.576813323378,1814889.15906111,583662159.210573,1010.64686238532,0.027396730145262,1.33801396171593e-08,881.977731995292,9.04738515358544,2.20295817547292,909.654588117808,0.308490277811226,27078.2464490947,1213.50869349083,4.88384546119757e-07,8.38977560828767e-05,0.845352807371489,0,0.999999254280847,0.0038,0.178652689060543,0.000247158512973247,1.65642055595487,0.97090485081978,0.118574862436002,0.246674171460459,0.786791139207254,6.12055971130779,sierra_nevada
12590,usa,california,ramu,adult,13,summer,13,33,26,26,95229.8157575758,74330554483.8751,120868.612307692,91920226948.6982,4.53610057984838,0.438317640666445,95230.2424242424,74330598962.4394,95229.4848484848,74330561157.5076,0.164980815760738,95337.8894365444,702.689908984179,95230.2424237768,9348372.6505076,671.729230444648,0.165291044236808,1.36752661490008e-06,641.817049227093,10.4447575754805,1.49483581258135,648.684422561264,0.630505759036149,78175.6635584617,662.527888067908,8.27344652103992e-06,0.800573200399374,0.976830351919896,5.55111512312578e-16,0.999999999999997,0.8858,0.0866489247700269,0.857067922555697,0.205041787951121,0.743759441409947,0.0803618575810109,0.145952587657238,0.399392007969238,2.50837236792933,sierra_nevada
12618,usa,california,ramu,adult,13,summer,13,42,36,36,222846.369333333,1551706320459.63,259987.430888889,1807781017387.7,4.03604189630309,0.924442240301974,222846.761904762,1551706429808.72,222845.904761905,1551706364585.41,0.143284431154103,222709.027609801,895.967942001657,222846.761904762,55979208.9551917,926.778648489091,0.03845858839448,1.4792479876043e-07,831.491182602318,9.29332990512692,2.18292267033991,843.49546754938,0.403696852828473,34334.6253499282,971.723976758773,3.84633978873914e-06,0.242743727772518,0.961718105472758,0,0.999999990722996,0.8842,0.0741998764709441,0.555980200293935,0.303053126091996,0.930052137403655,0.130187968773556,0.238223293663123,0.713620558404685,5.17154798140472,sierra_nevada
12621,usa,california,ramu,adult,13,summer,13,21,18,18,153403.864,420273198079.827,178971.174666667,489594079551.829,3.78380029314007,0.801472570577021,153404.285714286,420273078468.214,153403.666666667,420273256904.233,0.139929763989402,153421.829141675,429.815257688874,153404.285714286,17159555.5677515,430.045423335892,0.06927134233274,3.87053068527699e-07,393.745419627475,8.71252214985083,2.00331032194526,404.090978317027,0.378654848422388,18946.8739121748,473.419281313048,5.58749196267219e-06,0.00688434451650986,0.844259001720149,2.22044604925031e-16,0.999999999629271,0.0338,0.212599400846773,0.0139581803703532,0.932624953801067,0.922263037843881,0.115212680355301,0.236600754573149,0.592134990147074,3.90962398304178,sierra_nevada
20135,usa,california,ramu,adult,13,summer,13,47,2,2,66.1874042553192,102199.802603811,1555.404,68524.0199999999,3.18874597558548,0.00539325249376884,66.2127659574468,102275.38852914,66.1702127659575,102145.883441258,,,,,,,,,,,,,,,,,,,,,,,,,0.0595022257882839,0.0081425504763612,0.023030610631955,-0.773921794901701,0.168297709402354,sierra_nevada
20169,usa,california,ramu,adult,13,summer,13,19,2,2,118.675368421053,148886.575746246,1127.416,405417.707648,3.0143583997976,0.0674559022198123,118.736842105263,148994.315789474,118.631578947368,148770.134502924,,,,,,,,,,,,,,,,,,,,,,,,,0.199674299460004,0.0304628194575164,0.0861618648498853,-0.248132837081444,0.564764204707369,sierra_nevada
22008,usa,california,ramu,adult,13,summer,13,56,51,51,133749.875,118046923402.401,146862.607843137,127887330198.522,4.39890969641437,0.690599042293383,133750.25,118046956273.173,133749.428571429,118046921812.868,0.240636934013622,133815.180088846,1307.50178299594,133750.25,22099818.1530579,1288.30289439039,0.172026408401723,1.17134246033179e-06,1247.05723291302,10.1288638923907,1.89464823095276,1258.07883599608,0.517799631649564,68618.5439721253,1317.5197843953,6.80908513532656e-06,0.25501098591959,0.971499249823922,6.66133814775094e-16,0.999999999472434,0.1808,0.103962057099781,0.113491234046323,0.599636208835811,0.800517719041927,0.105531553950411,0.188915651037048,0.386502524802844,2.4350199560781,sierra_nevada
50731,usa,california,ramu,adult,13,summer,13,14,2,2,189.039428571429,286453.905648879,1323.276,722084.706848,3.07151005879785,0.0905059887713533,189.142857142857,286731.054945055,189,286382,,,,,,,,,,,,,,,,,,,,,,,,,0.227038047996034,0.0346291413643604,0.0979460027416272,-0.192356362306219,0.64216057330141,sierra_nevada
50858,usa,california,ramu,adult,13,summer,13,10,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
52127,usa,california,ramu,adult,13,summer,13,24,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
54200,usa,california,ramu,adult,13,summer,13,18,1,1,6.88,852.0192,123.84,,2.09286094333882,,6.88888888888889,854.222222222222,6.83333333333333,840.5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,sierra_nevada
54204,usa,california,ramu,adult,13,summer,13,16,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
70122,usa,california,ramu,adult,13,summer,13,11,5,5,17442.016,2798041984.48717,38372.4352,5991166018.14188,3.84152185128088,0.718724034242886,17442.0909090909,2798039355.69091,17441.9090909091,2798045352.09091,0.0538135079529156,17440.042880732,132.836987659959,17442.0909090909,776927.491980456,,,,,,,,,,,,,,,,,,,,0.736148198381738,0.0983751109803778,0.22068752093694,0.30473631576914,2.01714127363423,sierra_nevada
70156,usa,california,ramu,adult,13,summer,13,11,11,11,193741.960727273,202160754545.586,193741.960727273,202160754545.586,4.62204678189529,0.606426787126856,193742.363636364,202160841920.455,193741.363636364,202160841920.455,0.425294259586963,193781.179896853,285.976395764455,193742.363636364,5606301.59486506,289.692248442177,0.204241135594804,1.05419153820948e-06,281.153497980915,10.6426560191132,1.70965521160139,283.700080241618,0.561363476359076,100912.898833874,291.834213973353,5.16150448899236e-06,0.929337947026449,0.974663549211352,0,0.999999999999938,0.8134,0.137311073258081,0.723803818581697,0.235838790383806,0.772305064048869,0.0877297858654471,0.168482520719218,0.365624734324019,2.32073063014168,sierra_nevada
70370,usa,california,ramu,adult,13,summer,13,37,33,33,365152.780756757,374171135046.172,409413.723878788,402255206957.653,4.91337754005407,0.823082622452196,365153.189189189,374171205043.102,365152.297297297,374171123898.048,0.223924294731524,365045.294028384,929.789689707691,365153.189190121,28725466.3794351,896.399065529997,0.429721497015023,1.04960208207932e-06,891.944575099648,11.3134698799803,2.05710009496968,894.361539713867,0.537674105486348,243876.067947309,920.883777256218,2.44251704736713e-06,0.0467161749063723,0.934380890193207,6.66133814775094e-16,0.999999999952953,0.1608,0.131421689477007,0.0228703957530393,0.869384949212503,0.70815384346985,0.102443513587433,0.184646712624464,0.190088440774975,1.54913205577858,sierra_nevada
70413,usa,california,ramu,adult,13,summer,13,28,27,27,162882.616,110655931788.713,168915.305481482,113853722748.308,4.50041652885401,0.767051938347747,162883.178571429,110655936181.041,162882.25,110655960177.528,0.320774705539507,162902.941209961,693.428169606614,162883.178571429,10868151.8769396,687.345708880344,0.26024427623288,1.5406790728115e-06,677.060991988164,10.3625920116033,1.97894109158186,680.706964303442,0.530431389750942,91047.7165845285,706.006246733656,5.92012664068285e-06,0.638748898768784,0.971384781187723,0,0.99999999987818,0.7186,0.0981830053369699,0.513842494933677,0.320526163882629,0.759944598586287,0.108847967095742,0.194607545358611,0.300504614848738,1.99758199479983,sierra_nevada
70449,usa,california,ramu,adult,13,summer,13,26,24,24,795848.183384615,1064572484622.83,862168.865333333,1097478307177.31,5.39683293451373,0.725810801760995,795848.653846154,1064572595652.96,795847.884615385,1064572554663.39,0.28951181539058,795958.169758257,720.452371393927,795848.653847085,31683318.4527928,700.391974383391,0.706760276667819,8.19746925556828e-07,699.910013668296,12.4266670643906,1.92037347847249,698.635552235842,0.631423599388529,635223.861614649,706.025908636096,1.15986559038336e-06,0.0899527027465238,0.9284365272788,0,1,0.1124,0.161278568996866,0.0742954570815529,0.660285666552195,0.614987669066822,0.0875857976328623,0.15786023298846,0.0846056368076656,1.21508213836077,sierra_nevada
70505,usa,california,ramu,adult,13,summer,13,17,17,17,357478.172705882,314385745363.551,357478.172705882,314385745363.551,4.85179111372703,1.1447741380457,357478.823529412,314385769904.154,357477.823529412,314385769904.154,0.406135882401916,357494.47177239,458.95181279628,357478.823529412,10516747.7207228,458.996971670739,0.431882046852018,1.20813543266976e-06,461.705424140718,11.1716618927888,2.39007277062319,459.166937398077,0.536875917106558,214853.045067813,470.752205852059,2.79737359187733e-06,0.206638391588959,0.928654631965865,0,0.999999999861297,0.2144,0.169738442363443,0.219056673868032,0.467185364279811,0.681768677105145,0.118827032766378,0.220524989494916,0.195481893865739,1.5684905045131,sierra_nevada
70550,usa,california,ramu,adult,13,summer,13,439,408,408,171744.500993166,250503847933.544,184793.715529412,267166655913.08,4.44872416847347,0.806864841949768,171744.954441913,250503880521.993,171744.031890661,250503854450.593,0.250820752282006,171557.205484116,10493.7462793785,171744.954441913,227837192.801818,10505.7228692115,0.128132085437375,6.93379020332442e-07,10112.6164731192,10.2435659531693,2.06577590621953,10170.0467154416,0.501082631984157,82846.2416346646,10713.6282714806,5.41143943740251e-06,0.000830742330319266,0.986634950170086,0,0.999999999198001,0.3738,0.0322739431319959,0.015609214075087,0.956483054843034,0.803809461669032,0.11551691528731,0.201913295328571,0.446703929610378,2.7970738280212,sierra_nevada
70641,usa,california,ramu,adult,13,summer,13,14,12,12,84759.7005714286,18849212212.136,98886.3173333333,20752419042.0181,4.59300595618719,0.461020109695533,84760.0714285714,18849229753.7637,84759.2142857143,18849203673.8736,0.245854496724447,84739.6179821873,321.411700265285,84760.0714285714,2080157.29539717,302.875469914052,0.514034466104226,5.19823652013939e-06,301.554292700523,10.5757870467495,1.49686055165916,301.910549271407,0.744460130511028,81177.3615812859,302.04142782895,1.01126225241974e-05,0.771132898048173,0.95911560605005,3.33066907387547e-16,0.99999999999999,0.4808,0.164540092481636,0.549166943565164,0.290013969457085,0.618473042629324,0.0783277435597755,0.147830118916095,0.163398160697015,1.45679405570337,sierra_nevada
72336,usa,california,ramu,adult,13,summer,13,168,155,155,166163.296095238,178933634419.465,180099.572541936,191512206144.577,4.51288415335017,0.727460215674827,166163.755952381,178933607064.162,166162.863095238,178933640631.484,0.256856081067865,166008.299285535,4029.39099373846,166163.755952381,77918852.5233255,3986.81405175036,0.170466828870919,9.4651434462026e-07,3873.40031971765,10.3912997779132,1.95755883397256,3895.16031115954,0.529166109433767,91375.7985765289,4063.39219889096,5.55248402806261e-06,0.331226840085864,0.989873036004094,0,0.999998518923352,0.3442,0.0535545284452334,0.256834719483632,0.460730443160344,0.785531347161066,0.107261490407581,0.188995053756283,0.385585547559438,2.42988403473955,sierra_nevada
72808,usa,california,ramu,adult,13,summer,13,325,304,304,272381.296098462,551860303970.584,291197.10931579,584610854519.15,4.62681441087741,0.902128325803308,272381.766153846,551860327299.766,272380.836923077,551860288813.662,0.251429607569391,272418.399586749,8066.65901313062,272381.766153846,255702401.335139,8041.72010888283,0.145525198168976,4.99748086479667e-07,7818.90256769959,10.6536338905364,2.18340535360179,7847.71756983727,0.491926217578701,132114.427798203,8259.70744642078,3.43410002369065e-06,0.000653144194764101,0.981769736900906,0,0.999999991675209,0.0036,0.0647766832941285,6.52484564371525e-05,1.92200442107747,0.79278865904291,0.117650390528768,0.205282571875898,0.419246377874252,2.62570770072723,sierra_nevada
72996,usa,california,ramu,adult,13,summer,13,49,49,49,847439.831836735,9808091620159.83,847439.831836735,9808091620159.83,4.85647999403614,1.05945652576649,847440.306122449,9808091810128.97,847439.346938776,9808091766188.98,0.282365873511482,846968.188733349,1344.46714026612,847440.306122449,159539976.24322,1394.66485607986,0.0747460203510703,8.82021561212982e-08,1322.49178499715,11.1824584386914,2.34573980541441,1329.8979719572,0.435893778523577,244622.508125452,1437.69756184169,1.18002477867084e-06,0.796085148163147,0.985352185072027,3.33066907387547e-16,0.99999999990231,0.3734,0.091274547565923,0.572221861552863,0.29884687600714,0.861169341636211,0.119235041399397,0.211943433742893,0.567683383935786,3.69558660190921,sierra_nevada
10081,usa,california,ramu,larva,13,summer,13,20,20,20,1039230.654,4928893281457.14,1039230.654,4928893281457.14,5.36748347446655,0.683881584384439,1039231.15,4928893331506.45,1039230.15,4928893331506.45,0.434616755326044,1039139.04076405,584.709752596679,1039231.15000186,46750263.8085495,589.843124108618,0.2306486286264,2.21941710185928e-07,579.857060686458,12.3590874351986,1.8559571536102,582.326959113635,0.571075936567089,635425.074822821,596.15964966376,9.62250291743223e-07,0.101073986155232,0.920448332787873,0,1,0.3046,0.145552045889621,0.0943897018697922,0.614870117005793,0.73244138556752,0.0850159970084859,0.154070587491645,0.32966275897764,2.13630255045137,sierra_nevada
10100,usa,california,ramu,larva,13,summer,13,37,37,37,1856207.09837838,5846362002254.68,1856207.09837838,5846362002254.68,5.90271778213032,0.509582423641997,1856207.40540541,5846362478578.86,1856206.67567568,5846361759263.84,0.715052597726596,1856084.14091903,1142.98355186903,1856207.40540168,81302724.6618176,1143.65349652055,0.605712280072802,3.26317187668319e-07,1150.53377274832,13.5915099732841,1.62133701254725,1142.80798445995,0.803466761534515,1642664.47954468,1144.11938692682,5.38732989909165e-07,0.0100297756224598,0.918494520458642,0,1,0.0974,0.131132492994446,0.0206477117383737,0.889462433598581,0.572519291756917,0.0633543307554851,0.120935888755719,0.114816422379873,1.30261604223344,sierra_nevada
20288,usa,california,ramu,larva,13,summer,13,19,19,19,287612.631578947,68987099920.4678,287612.631578947,68987099920.4678,5.3049118147025,0.162245374013192,287612.631578947,68987099920.4678,287612.631578947,68987099920.4678,1.55641800641464,287539.698121095,517.652123982202,287612.631578947,3454794.04542533,518.113260017586,1.26569515882399,4.40069391902411e-06,518.201769545672,12.215010864182,0.902737123083233,518.204263248527,1.24647170134967,314899.55556841,517.636053331554,3.47689875270832e-06,0.732178110756418,0.967820356159375,2.22044604925031e-16,1,0.3922,0.141394414768934,0.534672938606013,0.305143554466682,0.424478291823721,0.0403045838430997,0.0759290546198911,-0.0394240115579268,0.913221207496415,sierra_nevada
70122,usa,california,ramu,larva,13,summer,13,10,10,10,233018.0656,44439958734.9233,233018.0656,44439958734.9233,5.07586783446011,0.477959504760622,233018.5,44440019272.2778,233017.6,44440000486.0444,0.87428616071998,233233.875058921,271.053398981301,233018.499999942,1768145.75375187,272.50770715853,1.35757249010565,5.82603965323473e-06,274.375873923656,11.6876176096358,1.51019314514998,271.160054062663,0.966058389393134,230079.535370005,269.177425286122,4.29151275213401e-06,0.0636750043735519,0.853355654890592,0,1,0.0602,0.25510518897005,0.0566287371828045,0.666315619076208,0.462052314282022,0.0672986016095711,0.13620255227806,-0.0435027691401011,0.904684669286785,sierra_nevada
70175,usa,california,ramu,larva,13,summer,13,18,17,17,242523.855555556,71571020290.2991,256789.964705882,72151853289.1649,5.15213023649628,0.285422134442069,242524.388888889,71571062505.6634,242523.444444444,71571033973.4379,0.488051921568287,242692.455484553,478.783991650726,242524.388888889,4515351.8286574,461.498520646891,0.971040945631852,3.7814598664089e-06,461.605453848502,11.8632182797202,1.19342476054997,461.476536148109,0.969316147146951,253154.751258324,459.504468240732,3.89423317669506e-06,0.51632813393981,0.953626383298814,0,1,0.4748,0.140514569409456,0.554893103318004,0.295015651638543,0.519445723254624,0.0569288719325843,0.103694803297741,0.0195456978226964,1.04603375161312,sierra_nevada
70279,usa,california,ramu,larva,13,summer,13,18,16,16,976979.838666667,1394349181891.32,1099102.3185,1437088965369.32,5.65136088736268,0.600971453391311,976980.277777778,1394349508892.09,976979.388888889,1394349279014.49,0.263847496377368,976620.639757952,503.093882778481,976980.277778709,22166304.6388587,480.180879444568,0.896646622456248,8.15799045606552e-07,483.322788166681,13.0127393343709,1.72833628812875,479.649220657346,0.78926622900028,976018.691110385,479.120138576255,9.09833400556147e-07,0.114851008600871,0.90964587042612,0,1,0.1354,0.186385365100692,0.0884823599044148,0.618335749895003,0.538705642097825,0.0722787165456336,0.137174656077485,0.0377037033523982,1.09069595715053,sierra_nevada
70413,usa,california,ramu,larva,13,summer,13,18,17,17,1808288.19555556,9630345221959.73,1914658.08941176,10015850946981.7,5.4348877219721,1.19684892389203,1808288.61111111,9630344546930.37,1808287.77777778,9630345833368.89,0.25163871273311,1809952.35106772,518.055128247458,1808288.61111111,69288103.0808534,509.059560716664,0.388887109535417,2.03110472666633e-07,508.111071528119,12.5142914507093,2.44382940544717,508.225738113051,0.471744275376538,908991.20282475,527.811687123112,5.22286462282792e-07,0.383684066207006,0.945094982067195,0,1,0.4602,0.143168599245217,0.50740381607141,0.31840436296994,0.722397638904441,0.111174843986232,0.201293193652565,0.218252695460908,1.65292327652134,sierra_nevada
