site,location,region,species,life_stage,temporal_group,season,year,N,num_infected,num_infected_discrete,mean_natural_with_zeros,var_natural_with_zeros,mean_natural_without_zeros,var_natural_without_zeros,mean_log10_without_zeros,var_log10_without_zeros,mean_discrete_ceiling_with_zeros,var_discrete_ceiling_with_zeros,mean_discrete_floor_with_zeros,var_discrete_floor_with_zeros,nbd_k,nbd_mu,nbd_aic,pois_lam,pois_aic,gamma_aic,gamma_shape,gamma_rate,lnorm_aic,lnorm_meanlog,lnorm_sdlog,weibull_aic,weibull_shape,weibull_scale,exp_aic,exp_rate,norm_gof_pvalue_sw,norm_gof_statistic_sw,norm_gof_pvalue_ks,norm_gof_statistic_ks,norm_gof_pvalue_kslc,norm_gof_statistic_kslc,norm_gof_pvalue_ad,norm_gof_statistic_ad,poulin_D,poulin_D_log,cv_log,log_cv,cv,dataset
10225,usa,california,ramu,adult,3,summer,3,11,11,11,2191413.81818182,2686499384999.56,2191413.81818182,2686499384999.56,6.21139434068446,0.138234014046425,2191413.81818182,2686499384999.56,2191413.81818182,2686499384999.56,1.82741258866158,2191776.20564439,345.200702202494,2191413.81818191,12188966.3337546,345.235751050638,1.96632242101589,8.97284850858208e-07,345.399877854238,14.3022640155676,0.816256787735433,345.285289859364,1.43463934183752,2445815.41683819,345.201264396641,4.56326409783107e-07,0.751054469480282,0.958358445692135,0,1,0.8924,0.126735252174348,0.824907140047538,0.205924127111851,0.394230175687327,0.0324194686450227,0.0598574701476654,-0.12613102306704,0.747943817982007,sierra_nevada
10244,usa,california,ramu,adult,3,summer,3,12,6,6,36,2146.90909090909,72,1612.8,1.81093311243953,0.0434687710498234,36,2146.90909090909,36,2146.90909090909,0.157032930929075,36.0394123595674,91.8077956697522,36.0000000006139,736.104918533749,,,,,,,,,,,,,,,,,,,,0.240740740740741,0.0504450845134875,0.115129407924979,-0.253542239048553,0.557773351022717,sierra_nevada
10314,usa,california,ramu,adult,3,summer,3,11,10,10,35336.7272727273,3941685420.21818,38870.4,4227033497.6,3.86902596437697,0.832546617746965,35336.7272727273,3941685420.21818,35336.7272727273,3941685420.21818,0.25722904020359,35353.9387858363,234.110545337033,35336.7272727273,868258.725429746,226.712511200589,0.397154804510816,1.02174097645205e-05,224.348383998084,8.90876150998132,1.99315569024751,225.789294624884,0.524108384447489,20503.2232865846,233.359766290119,2.57265168354326e-05,0.380685055430086,0.922775346370285,0,0.999999999666631,0.5394,0.173263595979096,0.439461922412553,0.331577285456179,0.715460607557422,0.126248523754457,0.235831946840402,0.223398834920958,1.67262596751051,sierra_nevada
10316,usa,california,ramu,adult,3,summer,3,19,19,19,429218.52631579,147269962361.263,429218.52631579,147269962361.263,5.41593223771906,0.256341201149062,429218.52631579,147269962361.263,429218.52631579,147269962361.263,1.13939287314882,429073.223727584,534.651969683644,429218.526316022,5968076.42185418,534.922806384714,1.32045570793116,3.07641825078086e-06,536.606451522503,12.4706448352378,1.13470860484275,534.608925906332,1.09610763617301,444161.486976605,532.849415235621,2.32981555708588e-06,0.227510326549772,0.936462274975727,2.22044604925031e-16,1,0.1058,0.18031346293144,0.169196745296997,0.513299537485711,0.463903477019319,0.050777022414251,0.0934837199064624,-0.0486213711951767,0.894084629413966,sierra_nevada
10319,usa,california,ramu,adult,3,summer,3,13,13,13,523081.846153846,216586016492.308,523081.846153846,216586016492.308,5.54883901635128,0.176755520183034,523081.846153846,216586016492.308,523081.846153846,216586016492.308,1.42255107042333,523264.648471378,371.459743484144,523081.846153846,4580054.39743101,371.471624340996,1.36858251850354,2.61638313118024e-06,371.201373643964,12.7766740024742,0.930081762398448,371.670980676139,1.20688805536635,564963.463090065,370.354823834536,1.91174671297211e-06,0.642101173859794,0.952854500681547,2.22044604925031e-16,1,0.781,0.130653376302827,0.602674101033642,0.273744098542853,0.446286116402162,0.0406533396315399,0.0757677460164304,-0.0507544410026243,0.889704032552615,sierra_nevada
11518,usa,california,ramu,adult,3,summer,3,13,2,2,11.0769230769231,827.076923076923,72,1152,1.83175623520758,0.0453095291447283,11.0769230769231,827.076923076923,11.0769230769231,827.076923076923,,,,,,,,,,,,,,,,,,,,,,,,,0.166666666666667,0.0410848875355224,0.116205610322618,-0.326606256887672,0.471404520791032,sierra_nevada
11520,usa,california,ramu,adult,3,summer,3,10,7,7,264,67712,377.142857142857,51785.1428571429,2.46846195311939,0.151567571380591,264,67712,264,67712,0.246726419601867,264.006229284011,121.532385998569,264,2862.91185633188,,,,,,,,,,,,,,,,,,,,0.311688311688312,0.0745824247908562,0.15771634652994,-0.219403297529903,0.603388046771086,sierra_nevada
12102,usa,california,ramu,adult,3,summer,3,10,10,10,3288,8713344,3288,8713344,3.26808774332285,0.344413924125101,3288,8713344,3288,8713344,1.0069489571188,3288.89800380317,185.963407268043,3287.99999999909,24697.7568340821,186.657555342806,1.37859356866893,0.000419280282441888,187.847706048412,7.52505012037175,1.28196832261456,185.94124938361,1.0373265793842,3334.02924276178,183.960695123521,0.000304136253041363,0.123247736749984,0.877843400030658,4.12231926372186e-09,0.999999926984716,0.3474,0.195198876664324,0.150142728007745,0.507880851743732,0.465839416058394,0.0923648683203478,0.179575317231565,-0.0468393787789761,0.897760764566769,sierra_nevada
12473,usa,california,ramu,adult,3,summer,3,13,2,2,11.0769230769231,827.076923076923,72,1152,1.83175623520758,0.0453095291447283,11.0769230769231,827.076923076923,11.0769230769231,827.076923076923,,,,,,,,,,,,,,,,,,,,,,,,,0.166666666666667,0.0410848875355224,0.116205610322618,-0.326606256887672,0.471404520791032,sierra_nevada
12498,usa,california,ramu,adult,3,summer,3,10,2,2,19.2,2150.4,96,4608,1.91980186473542,0.113822345852633,19.2,2150.4,19.2,2150.4,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.0621315750708235,0.175734632233521,-0.150514997831991,0.707106781186548,sierra_nevada
50183,usa,california,ramu,adult,3,summer,3,13,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
70134,usa,california,ramu,adult,3,summer,3,54,48,48,75825.7777777778,59363397232.7044,85304,66115970222.2979,4.17058231576722,0.656530947776612,75825.7777777778,59363397232.7044,75825.7777777778,59363397232.7044,0.224195133918468,75821.7677453882,1186.40751355216,75825.7777776847,13638737.3024628,1183.71033816719,0.112402454899088,1.31766921714208e-06,1120.9765331534,9.6031206693902,1.8461696213597,1131.19394779636,0.526720261985933,38077.7335062538,1187.98175606701,1.17227797055238e-05,0.8009897100892,0.985241691494069,0,0.999999999354149,0.6214,0.0791994004435068,0.844139566908495,0.213157355522419,0.810440698365063,0.108553812443177,0.194281256700041,0.479183791498943,3.01428138481939,sierra_nevada
70550,usa,california,ramu,adult,3,summer,3,77,73,73,64383.5844155844,18673364580.8776,67911.4520547945,19467863573.9178,4.03617651917983,0.96794024910583,64383.5844155844,18673364580.8776,64383.5844155844,18673364580.8776,0.283455096161934,64426.6437294257,1727.00001178205,64383.5844155844,12220286.7587415,1704.44216481154,0.240191758912206,3.53683733221323e-06,1686.41957451771,9.29363988575607,2.24980450170735,1688.23336622806,0.499806825164715,32560.2099078301,1772.39015414919,1.4725056963782e-05,0.17854490690159,0.976043767463076,0,0.999945849781315,0.0564,0.102087172695843,0.0834358708521587,0.656068058424651,0.764496352982777,0.137922907893688,0.243755331243559,0.312716130603308,2.05454723621946,sierra_nevada
72996,usa,california,ramu,adult,3,summer,3,268,202,202,21331.1641791045,12866625129.9655,28300.7524752475,16893261203.3315,3.70752477021047,0.602010604431219,21331.1641791045,12866625129.9655,21331.1641791045,12866625129.9655,0.145118299235009,21317.3549686727,4708.20002870063,21331.1641791045,24472338.9340711,4783.11071506849,0.0476472434915962,1.68360341419436e-06,4259.59085990021,8.5368912677928,1.78213296404535,4298.29783037309,0.549016396541053,13135.7168822004,4547.26004369372,3.53347495221063e-05,0.147995080287158,0.989536626167544,0,0.999945849781315,0.2718,0.0494956131094038,0.134297588852584,0.574320200377059,0.817924459050998,0.11627167275951,0.209275317485607,0.662058765656189,4.59260152466697,sierra_nevada
cow_pit,usa,pennsylvania,rana_catesbeiana,adult,3,summer,3,27,20,20,8204.80051578222,110053660.286821,11076.480696306,117117524.51298,3.60914966709443,0.77210004650081,8205.14814814815,110056050.900285,8204.40740740741,110051632.94302,0.168542614212638,8209.36159535776,455.942416683594,8205.14814814815,344030.629820809,418.375737137694,1.10270184294591,9.9553447812504e-05,420.335119254977,8.31037422183605,1.97203346542618,413.882101859069,0.747722364688827,9647.91810646673,414.503171326402,9.02813833579378e-05,0.0050100817846693,0.848391220697253,0,0.999969188186706,0.0206,0.207389543975062,0.00367182793618843,1.16337943873328,0.52007390306427,0.126071997587456,0.24346239905761,-0.0100908528501338,0.977032807811279,serdp
david's_pond,usa,pennsylvania,rana_catesbeiana,adult,3,summer,3,40,10,10,5019.313718513,295373816.440105,20077.254874052,944039735.175751,3.60843924755217,1.00687285681336,5019.425,295380625.225,5019.175,295372903.225,0.0250123524621738,5022.18870868193,265.951710347748,5019.425,919316.48359325,214.391674657429,0.474434082777954,2.36304258602164e-05,214.24907628418,8.30873842038828,2.19191778297628,213.90561001669,0.537122813685239,11619.6618980532,220.14685710001,4.98076059836451e-05,0.524694963130808,0.937421528883202,0,0.999905281712573,0.5956,0.167435641811913,0.486732640807928,0.313868395029106,0.688076236411752,0.145089225020451,0.278078824458799,0.184790804943399,1.53035013064893,serdp
hatchery,usa,pennsylvania,rana_catesbeiana,adult,3,summer,3,10,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,serdp
beaver,usa,pennsylvania,rana_clamitans,adult,3,summer,3,24,10,10,245.327572123333,238976.922614969,588.786173096,386025.829700918,2.52286890664413,0.29609219991659,245.541666666667,239134.954710145,245.125,238836.288043478,0.0762291982140333,245.687279067884,195.27673278524,245.541666666667,15530.5079756913,151.561651241353,0.997829480010652,0.00169472301763438,152.017377263262,5.80912033601697,1.18864023478033,151.561096324181,0.996628213501357,587.967593711068,149.56126167892,0.00169840944929417,0.726220087574991,0.954874155260355,0,0.9998456597669,0.4506,0.183728259651631,0.549608997745646,0.284726280384145,0.499940004976995,0.114135220956209,0.215684432008191,0.0233505799561947,1.05523838349145,serdp
black_jack,usa,pennsylvania,rana_clamitans,adult,3,summer,3,28,6,6,10198.0230734429,2851297052.17194,47590.7743427333,13261544096.4755,2.60717714235071,2.57067836657954,10198.1428571429,2851303632.57143,10197.9285714286,2851287013.55026,0.0180957804556261,10195.4456934852,137.254876556638,10198.1428571429,1868106.25253324,,,,,,,,,,,,,,,,,,,,0.829366783852628,0.29514105828802,0.614969152232487,0.383774275658455,2.41977104504124,serdp
cow_pit,usa,pennsylvania,rana_clamitans,adult,3,summer,3,56,33,33,21641.24622984,20966326927.8338,36724.5390566982,35464637212.6744,3.35658526550966,0.645465160124692,21641.4464285714,20966340127.4153,21640.8571428571,20966322027.5429,0.0761751561092014,21660.7353893805,758.277916999624,21641.4464283386,8187479.71552178,744.612667818796,0.0392176121347396,1.067885755467e-06,647.336077320237,7.728823195726,1.82167169655547,662.095914540921,0.443191090045018,6037.62790984502,761.739229683513,2.72297495267707e-05,0.0187256942788827,0.920342028798312,6.66133814775094e-16,0.999920198327069,0.0918,0.142837124168232,0.0473463877055077,0.744338671327462,0.917916255042892,0.124658874942763,0.239352913902192,0.709941407279309,5.12792196106005,serdp
david's_pond,usa,pennsylvania,rana_clamitans,adult,3,summer,3,10,2,2,1069.390994236,11333026.1627085,5346.95497118,56253351.5222543,2.83290851212993,2.85345968615281,1069.5,11334159.3888889,1069.3,11332258.2333333,,,,,,,,,,,,,,,,,,,,,,,,,0.495932626832053,0.210818310103514,0.596284226689932,0.146967674456994,1.40270929377841,serdp
horse_head_ephemeral,usa,louisiana,rana_clamitans,adult,3,summer,3,19,2,2,44.5763613136842,26057.957875235,423.47543248,148134.345697378,2.51114048957616,0.219435556349466,44.6315789473684,26092.9122807018,44.5263157894737,26008.7076023392,,,,,,,,,,,,,,,,,,,,,,,,,0.321332511222895,0.0659534466013943,0.186544517337883,-0.0415003384364725,0.908865590805646,serdp
horse_head_permanent,usa,louisiana,rana_clamitans,adult,3,summer,3,20,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,serdp
kurthwood,usa,louisiana,rana_clamitans,adult,3,summer,3,16,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,serdp
newt,usa,tennessee,rana_clamitans,adult,3,summer,3,24,5,5,380.485377103333,1366512.14074092,1826.329810096,4556708.82334049,2.80827677179702,0.681905766306235,380.583333333333,1366766.51449275,380.375,1366137.89673913,0.0255600049623379,380.907335587665,116.578560884678,380.583333333333,39585.9253514093,,,,,,,,,,,,,,,,,,,,0.55549527934315,0.145905987417341,0.294050737974282,0.0677464309814849,1.16881676144521,serdp
phelps_pond,usa,pennsylvania,rana_clamitans,adult,3,summer,3,12,5,5,2102.99007028333,24321318.9464778,5047.17616868,48308844.7128308,2.96586762969171,1.05868606234273,2103.25,24323511.1136364,2102.83333333333,24320834.5151515,0.055624569627558,2100.34479728709,112.516767061503,2103.25,86198.3611980654,,,,,,,,,,,,,,,,,,,,0.624725856403272,0.162129999001997,0.346921993887136,0.138964862025188,1.37709804589405,serdp
rv_pond,usa,pennsylvania,rana_clamitans,adult,3,summer,3,40,28,28,1123.556246388,5039491.80949984,1605.08035198286,6477755.70019978,2.76348544445564,0.475679062213463,1123.875,5039671.75320513,1123.175,5038980.35320513,0.170266049689596,1124.69271849913,528.103411202153,1123.875,103537.082126728,470.257012401,0.412442356041528,0.0002569605661997,464.680729593116,6.36316038910959,1.55946478766274,466.098790784946,0.705441027351675,1246.59878174293,471.332029479695,0.000623021768825864,0.64560829809377,0.972378932019309,7.7715611723761e-16,0.999634099239447,0.4886,0.110982913712107,0.657255999080149,0.268187896487557,0.651536808214219,0.138850318260272,0.24957428545565,0.200215504060688,1.58567983767208,serdp
tuttle_pond,usa,pennsylvania,rana_clamitans,adult,3,summer,3,45,9,9,130.347804710222,235772.691534707,651.739023551111,914462.424103468,2.46907853533148,0.331849333402149,130.444444444444,235884.888888889,130.244444444444,235671.597979798,0.0277218866087662,130.518018082239,191.40866594099,130.444444445354,27193.0365968643,,,,,,,,,,,,,,,,,,,,0.616847818284533,0.123544182028079,0.233311191080683,0.166509206751076,1.46726719165619,serdp
wood_lab_pond,usa,pennsylvania,rana_clamitans,adult,3,summer,3,12,3,3,107.60264395,84203.4114339364,430.4105758,254708.841156102,2.37665536312791,0.378905281843116,107.833333333333,84371.2424242424,107.583333333333,84194.9924242424,0.0388711856041757,110.67964336697,63.285075926089,107.833333333561,4788.13853315047,,,,,,,,,,,,,,,,,,,,0.48839423910622,0.115063214257872,0.258999615909866,0.0691390759517513,1.17257080271955,serdp
hatchery,usa,pennsylvania,rana_pipiens,adult,3,summer,3,20,3,3,771.10488576,11294246.4759983,5140.6992384,73601185.9808837,2.78589784319029,1.63646913594952,771.15,11294755.0815789,771,11293375.2631579,0.0153320474055731,770.760855657781,74.1767599158034,771.150000003638,88610.3680439647,,,,,,,,,,,,,,,,,,,,0.648413130635537,0.200733129571977,0.459186088609093,0.222420210433149,1.66886117208588,serdp
mata_ahogado,panama,el_valle,rhaebo_haematiticus,adult,3,wet,3,67,4,4,30.0298507462687,57360.6932530077,503,944729.938133333,1.63670040572424,1.3371661042435,30.0597014925373,57371.7842605156,30,57314.4545454546,0.00741945234179663,30.0594464541199,82.7126435984952,30.0597014974486,16387.089027723,,,,,,,,,,,,,,,,,,,,0.732147117296223,0.309575649122748,0.706518420746724,0.286085854044897,1.93235027832996,panama
cerro_negro,panama,santa_fe,sachatamia_albomaculata,adult,3,wet,3,11,2,2,2175.06545454545,52031585.8132073,11962.86,286135826.42,2.31217286771504,8.54216876370879,2175.09090909091,52031655.4909091,2174.90909090909,52027740.4909091,,,,,,,,,,,,,,,,,,,,,,,,,0.499926438995357,0.446908669493909,1.2640486030808,0.150451098854603,1.41400550043224,panama
rabbit_stream,panama,altos_de_campana,sachatamia_albomaculata,adult,3,wet,3,11,3,3,32060.6472727273,11299182462.1983,117555.706666667,41420264125.6469,2.96035107396534,5.07536586353278,32060.7272727273,11299176832.4182,32060.5454545455,11299189635.2727,0.0224206548993615,32070.3645356271,74.2056811864007,32060.7272727855,1689264.72529444,,,,,,,,,,,,,,,,,,,,0.666413358863735,0.309107765354356,0.76101016747022,0.23836271545062,1.73126167622763,panama
rabbit_stream,panama,altos_de_campana,silverstoneia_flotator,adult,3,wet,3,12,3,3,14.5333333333333,799.001987878788,58.1333333333333,592.590933333333,1.7358658655597,0.0394441059835227,14.6666666666667,808.969696969697,14.4166666666667,785.174242424242,0.0562371325805088,14.6730119566472,52.6563003204036,14.6666666852545,528.043361778946,,,,,,,,,,,,,,,,,,,,0.185932721712538,0.0501610105524713,0.11441287408502,-0.378047724641543,0.418747546401413,panama
sophia_stream,panama,el_cope,silverstoneia_flotator,adult,3,wet,3,64,23,23,251.625625,3536260.57693294,700.175652173913,9798224.94396205,1.30359460832547,0.735162542110141,251.78125,3536290.93551587,251.4375,3535955.51984127,0.0493504087017017,251.671983015899,334.849577810713,251.78125,122114.281722297,294.562006933399,0.0523084388620594,7.4707594729482e-05,237.613335896546,3.00163751243764,1.93087783194904,252.212261718342,0.376878488180042,61.0931825108412,349.361236821147,0.00142821304467699,0.000377218542245112,0.799576118543677,4.44089209850063e-16,0.88482298607864,0.0016,0.232506223837823,0.000417985253981704,1.54089497562462,0.937215754556,0.31438824883427,0.657732239563976,0.650366698215884,4.47060910432382,panama
5CN3,usa,east_bay,TAGR,adult,3,summer,3,10,4,4,37.4999515387,10560.470297785,93.74987884675,24650.1790663306,1.30821728031693,1.05196416810483,37.7,10565.7888888889,37.3,10515.7888888889,0.0858583813642916,37.7150496127872,58.8328230110275,37.7000000023306,1390.57484604897,,,,,,,,,,,,,,,,,,,,0.656805607070095,0.361390381459816,0.784008176724833,0.223939324075308,1.67470888362491,east_bay
BNPND002,usa,east_bay,TAGR,adult,3,summer,3,10,1,1,0.130102416,0.169266386490371,1.30102416,,0.114285361478772,,0.2,0.4,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,east_bay
BNPND005,usa,east_bay,TAGR,adult,3,summer,3,10,3,3,15.2107764877,1756.82587448811,50.7025882923333,5206.42635267752,1.34156204180956,0.469892664807883,15.3,1755.56666666667,15,1732,0.0692248286718239,15.3042902520576,46.1339696086359,15.3000000142393,580.848883039321,,,,,,,,,,,,,,,,,,,,0.555202621840443,0.209133524063915,0.510961962229616,0.153239734744705,1.42311414308007,east_bay
CA-BN004,usa,east_bay,TAGR,adult,3,summer,3,10,4,2,0.5915511573,1.1604487338768,1.47887789325,1.73168234311556,0.0471928069186916,0.141289201079232,0.8,1.73333333333333,0.4,0.933333333333333,0.646671520095122,0.800187691418748,28.592789136133,0.800000008333342,29.3126988428431,,,,,,,,,,,,,,,,,,,,0.385979905807548,3.73341547860902,7.96486970628848,-0.0506982026439769,0.889819250996174,east_bay
CA-BN017,usa,east_bay,TAGR,adult,3,summer,3,10,2,2,1.0288206426,7.80029619081143,5.144103213,27.8637891317078,0.548973859664021,0.318841314543851,1.1,8.1,0.9,6.32222222222222,,,,,,,,,,,,,,,,,,,,,,,,,0.362798447605721,0.363655898936416,1.02857420862572,0.0112104135661913,1.02614897002383,east_bay
MUDEF,usa,east_bay,TAGR,adult,3,summer,3,10,5,3,6.185381694,221.489595612397,12.370763388,402.704223376717,0.485308522374175,0.798280105837045,6.5,224.5,6,217.555555555556,0.181289183072509,6.49996032200288,49.8422564021425,6.50000007889867,211.374287651705,,,,,,,,,,,,,,,,,,,,0.674023837617676,0.91069970843143,1.84102520858186,0.210096591802099,1.62217084562655,east_bay
PRNTHMIT,usa,east_bay,TAGR,adult,3,summer,3,10,3,2,0.3654687813,0.532920569076324,1.218229271,0.839855876286207,-0.0133530109667163,0.142638197050667,0.6,1.15555555555556,0.3,0.455555555555556,0.444346615694072,0.600111245194553,24.8233915024575,0.600000002962968,25.0997207847679,,,,,,,,,,,,,,,,,,,,0.330698161878813,-12.5185381146712,-28.2838623297699,-0.123626647688107,0.752269323601245,east_bay
BNPND002,usa,east_bay,TATO,adult,3,summer,3,10,5,4,16.7227816414,1796.7898031431,33.4455632828,3343.64849250712,0.937976765193145,0.798789644290725,17,1808,16.5,1789.38888888889,0.144273570474934,16.9995474014249,59.6965180323473,17.0000000115392,564.252359015215,,,,,,,,,,,,,,,,,,,,0.673697931487002,0.461940359658938,0.952849109533359,0.237771792918933,1.72890763791846,east_bay
BNPND020,usa,east_bay,TATO,adult,3,summer,3,10,1,1,2.309771259,53.3504326890245,23.09771259,,1.36356897302077,,2.4,57.6,2.3,52.9,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,east_bay
CA-BN003,usa,east_bay,TATO,adult,3,summer,3,10,5,3,3.2905075199,52.9880646841316,6.5810150398,92.154546193,0.313142066002792,0.763981425569012,3.6,55.6,3.1,51.8777777777778,0.241314894106499,3.60133463099599,45.3968754471926,3.60000005144045,110.856832007672,,,,,,,,,,,,,,,,,,,,0.621278347098908,1.3914246833755,2.79125804203448,0.16396549910029,1.45869837483935,east_bay
Ca-Mud67,usa,east_bay,TATO,adult,3,summer,3,10,2,2,21.795849824,4464.41606337203,108.97924912,21177.3817883338,1.55492182349759,1.18940448480775,21.9,4466.32222222222,21.7,4427.56666666667,,,,,,,,,,,,,,,,,,,,,,,,,0.472114488358662,0.247976903931101,0.701384601389307,0.125592321861286,1.33534142485931,east_bay
GDPND004,usa,east_bay,TATO,adult,3,summer,3,10,4,4,14.6552536507,589.239092912931,36.63813412675,693.834980907015,1.43031102820489,0.195705623743218,14.8,595.288888888889,14.4,575.822222222222,0.119206923720754,14.8025636465682,57.7806506743577,14.8000000152198,358.923819739404,,,,,,,,,,,,,,,,,,,,0.334064421958412,0.141643546400932,0.309293765257706,-0.143305252320549,0.718943476972762,east_bay
MUD46,usa,east_bay,TATO,adult,3,summer,3,10,8,7,292.0377753846,240769.634877949,365.04721923075,279101.651181796,1.55115100089219,1.58960657370375,292.5,240824.277777778,291.7,240694.455555556,0.192181334690882,292.48774228555,109.293514496485,292.500000000046,6864.03050940793,,,,,,,,,,,,,,,,,,,,0.667342366233752,0.412909194348588,0.812813199515143,0.160532158379025,1.44721201142019,east_bay
PRBEACH,usa,east_bay,TATO,adult,3,summer,3,10,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,east_bay
PRNTH2,usa,east_bay,TATO,adult,3,summer,3,10,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,east_bay
PRNTHMIT,usa,east_bay,TATO,adult,3,summer,3,10,6,5,10.0374778753,419.546654681159,16.7291297921667,620.84936229657,0.71221641624212,0.738882905132627,10.2,421.955555555556,9.6,413.155555555556,0.236377674123256,10.1993494926888,60.6949515260634,10.2000000320455,275.928383592286,,,,,,,,,,,,,,,,,,,,0.639049278906459,0.617710318142728,1.20691262328451,0.17301976905794,1.48942887487806,east_bay
PRNTHOWL,usa,east_bay,TATO,adult,3,summer,3,10,2,2,19.3727260427,3634.71705920043,96.8636302135,17700.3529597836,1.36311346749567,1.68464463162655,19.4,3636.26666666667,19.2,3601.95555555556,,,,,,,,,,,,,,,,,,,,,,,,,0.485607324333941,0.336648860704362,0.95218676913112,0.137830222003505,1.37350492812154,east_bay
CA-SF19,usa,east_bay,AMCA,larva,3,summer,3,11,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,east_bay
EAGLEGCP,usa,east_bay,AMCA,larva,3,summer,3,14,4,2,1.01714380378571,5.64108143649252,3.56000331325,12.3745685197047,0.268406196959013,0.405200250524632,1.14285714285714,6.28571428571429,0.857142857142857,4.74725274725275,0.161472484608244,1.14310204014182,38.5347133543408,1.14285714857381,63.8276408802769,,,,,,,,,,,,,,,,,,,,0.441493132664432,1.05767804574846,2.37160476362963,-0.00518536978801722,0.988131240861925,east_bay
HERONGCP,usa,east_bay,AMCA,larva,3,summer,3,10,2,0,0.1293550986,0.0782418430490711,0.646775493,0.0348669260890112,-0.198490055979406,0.0161720467577114,0.2,0.177777777777778,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.102072389437304,-0.226515928308324,-0.640683795814327,-0.539546725109305,0.288704314972126,east_bay
ELSPROSP,usa,east_bay,AMCR,larva,3,summer,3,10,2,2,16.905506254,2126.79537977966,84.52753127,7709.31274985559,1.75861426197263,0.332209384151976,17,2138.66666666667,16.8,2108.62222222222,,,,,,,,,,,,,,,,,,,,,,,,,0.367252409346274,0.115875164499884,0.3277444583559,0.0165096471410008,1.03874667622339,east_bay
bananal_f2,brazil,santa_virginia,boana_faber,larva,3,wet,3,12,1,1,5.10322848955792,312.515292199627,61.238741874695,,1.78702625971254,,5.16666666666667,320.333333333333,5.08333333333333,310.083333333333,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,brazil
